UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
201914417G	6084027	S STAR INVESTMENT PTE. LTD.	(1) 10-24	L68	Real Estate Services	68104
201914439N	6141946	NT & CC PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
201914481K	6141947	Q FAM PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201914487R	9673259	FOCUS E-BEAM TECHNOLOGY PTE. LTD.	unknown	C26	Electronic & Computer Products	26511
201914494R	6084035	CHUXE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56112
201914520W	6084037	MEIXI KITCHEN HOLDINGS PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201914568R	6084039	VULCAN ENGINEERING SERVICES PTE. LTD.	(1) 10-24	C29-30	Transport Equipment	30110
201914569G	6141951	GOLDEN SHIELD SECURITY SERVICES PTE. LTD.	(3) 100-249	N80	Securities & Investigation	80100
201914688R	9673183	SDAX EXCHANGE PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	46309
201914689G	9673181	OCTAVA MANAGEMENT PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66301
201914878M	9673117	LAI CONTRACTOR PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201914899H	6084063	MASSAGEZ KAKI WELLNESS PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96024
201914907G	6084065	CLEANICO MANAGEMENT PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
201914971K	6084067	SHINNING CRYSTAL ENTERTAINMENT PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56112
201915004Z	9673089	ZENITH EDUCATION STUDIO PTE. LTD.	(2) 25-99	O84,P85	Public Administration and Education	85409
201915012K	6142101	NUTRITION FOODS PTE. LTD.	unknown	C10-12	Food, Beverages & Tobacco	10799
201915052C	9700447	SUNFLOWER (SINGAPORE) PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
201915216D	6084077	DAZ CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	41001
201915240R	6199374	SEA BRIDGE LOGISTICS PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	52292
201915298G	6084081	TING TRANSPORT PTE. LTD.	(1) 10-24	H49,5221	Land Transport & Supporting Services	49212
201915315G	6084083	THE OYSTER VAULT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201915358K	9642271	IVF INVESTMENT AND CREDIT PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64994
201915383N	6206943	TEREDO ANALYTICS PTE. LTD.	unknown	J62-63	IT & Other Information Services	63119
201915388H	6084087	SING ENTERTAINMENT PTE. LTD.	(1) 10-24	R90-93	Arts, Entertainment and Recreation	93203
201915399M	9672949	XQD DELIVERY TRANSPORT PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	53200
201915420Z	9672945	INTERACTIVE BROKERS SINGAPORE PTE. LTD.	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	66121
201915460K	6084089	W.O.W! PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96022
201915528C	6084091	UDDERS (KOVAN) PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201915531W	9651921	CLASSIC WATERPROOFING & PLUMBING (S) PTE. LTD.	(1) 10-24	F41-43	Construction	42101
201915545N	9672901	VJ CONSTRUCTION PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201915551D	9672897	NIMBUS HOME SERVICES PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81212
201915557H	6084095	BUMBU MASALA PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201915558Z	6142114	MULBERRY LEARNING CENTRE @ BUKIT BATOK PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	88911
201915594G	6084097	LIM GOURMET PTE. LTD.	unknown	I56	Food and Beverage Services	56122
201915617M	9672877	SYNC CYCLE ECR PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93111
201915657D	9672859	MAKO TECH PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201915663M	9672857	MAXZO PTE. LTD.	unknown	F41-43	Construction	41001
201915718W	6230062	TIPSY COLLECTIVE SINGAPORE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	93203
201915719H	6084107	ROCKETMAN MARKETING PRIVATE LIMITED	(0) E1	N82	Office Administrative and Business Support	82303
201915728K	6084109	ACTUARIES ONTAP PTE. LTD.	(1) 10-24	M69-70	Legal, Accounting & Management Services	70201
201915804R	6084115	SHI WEI TIAN PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201915809K	9672793	QUAN SIN ENGINEERING PTE. LTD.	(1) 10-24	F41-43	Construction	43210
201915818M	6084117	YIPIN DESSERT PTE. LTD.	unknown	I56	Food and Beverage Services	56122
201915910Z	6180941	PREMIER TAEKWONDONOMICS PTE. LTD.	unknown	O84,P85	Public Administration and Education	85407
201915918G	9672749	AETOS INVESTMENT MANAGEMENT PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64300
201915928Z	6084123	PUREGENE PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
201915930E	6084125	DF ENGINEERING PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28191
201916060H	9672703	GUG PRESCHOOL @ KATONG PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201916083G	9672691	NEWLION DEVELOPMENT PTE. LTD.	unknown	G46	Wholesale Trade	46900
201916113M	6198009	SUPER VALUE CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201916145M	6084135	LOYANG BESTCONN TRADING & SERVICES PTE. LTD.	(2) 25-99	N78	Employment Activities	78102
201916210N	6084139	GRABLINK PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	66195
201916224K	6229857	HALOV SINGAPORE PRIVATE LIMITED	(1) 10-24	I56	Food and Beverage Services	56111
201916231K	6084143	SYED CAFE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201916241D	9672635	PING AN DENTIST PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
201916262Z	9672627	COGENT TANK DEPOT PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28199
201916334W	6084147	ABCD TRADING SERVICES PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
201916396R	6084151	MERQURI PTE. LTD.	(3) 100-249	J62-63	IT & Other Information Services	62011
201916418K	6198010	GUTCARE HOLDINGS PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86203
201916420R	6117369	YIBOYUAN PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201916434M	6084155	RMA MED HOLDINGS PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
201916560C	9672559	LAO DA KITCHEN PTE. LTD.	(2) 25-99	C10-12	Food, Beverages & Tobacco	10799
201916659C	6084161	SHENG HUB BUILDING & TRADING PTE. LTD.	unknown	F41-43	Construction	41001
201916803C	6142143	ASIRI TRADING PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201916817W	9672477	THE MISSING PIECE CLOTHING PTE. LTD.	unknown	G47	Retail Trade	47711
201916855G	9672463	BRIDGE LEARNING (LOYANG) PTE. LTD.	unknown	O84,P85	Public Administration and Education	85509
201916873K	6084167	D4L DATA4LIFE ASIA LIMITED	(1) 10-24	J62-63	IT & Other Information Services	62011
201916904G	6084169	BRIGHT SUN SERVICES PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201916950G	9672443	TFF ENTERPRISE F&B PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201916958N	6084171	AVIENT COLORANTS SINGAPORE PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46649
201916975G	6084173	DELIVERY HERO APAC PTE. LIMITED	(4) 250 & above	M69-70	Legal, Accounting & Management Services	70101
201916983W	9653835	FAT GOLDFISH PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56112
201917060E	9672405	LIK MING BUILDER PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201917107Z	6116466	CATFISH PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201917118D	6198011	HOOONE WHISKY PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93203
201917187C	9672383	THOSE DAYS PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
201917339H	6084187	SANGAM RESTAURANT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201917393Z	6117456	CDG ZIG PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	63119
201917406M	6180947	NICTRON SINGAPORE PTE. LTD.	unknown	I56	Food and Beverage Services	46309
201917407D	9672321	SOFISHTICATED SEAFOOD PTE. LTD.	(1) 10-24	G47	Retail Trade	47212
201917423E	6084189	CP EATING HOUSE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201917557C	6116961	PREMIER FOODS ASIA PTE. LTD.	unknown	G46	Wholesale Trade	46302
201917571C	9672263	FUJI RENOVATION PTE. LTD.	(2) 25-99	M72-75	Other Professional Services	74191
201917576R	6154142	R SQUARE ENGINEERING PTE. LTD.	(2) 25-99	M71	Architectural & Engineering Services	71122
201917592W	6084193	FIVE GUYS SINGAPORE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201917618R	6142295	HORIZON GLOBAL SERVICES PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	86201
201917632R	6149536	CHELLAC COATINGS PTE. LTD.	unknown	F41-43	Construction	41009
201917661D	9642219	INFINITE IMAGINATION TECHNOLOGY PTE. LTD.	unknown	J62-63	IT & Other Information Services	63120
201917707G	9672201	ME@T MY GRILL PTE. LTD.	unknown	G47	Retail Trade	47102
201917725K	6142298	BY TERRY ASIA PTE. LTD.	unknown	G46	Wholesale Trade	46424
201917737E	9672193	TI2 CHEMICALS PTE. LTD.	(1) 10-24	C19-21	Petroleum, Chemical & Pharmaceutical Products	20229
201917741M	6084201	AIR PASANG RUMAH MAKAN PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201917760G	9672187	LE PETIT FRENCH BREAKFAST PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56200
201917894D	9672131	SCHOOL OF ROBOTICS (SOR) PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85409
201918000E	6084213	BEEWORKS PTE. LTD.	(3) 100-249	I56	Food and Beverage Services	56121
201918005Z	9654645	NEXT STAGE CORPORATION PTE. LTD.	unknown	G46	Wholesale Trade	46900
201918007C	6084215	HAJIME SINGAPORE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201918067W	6084219	PRK IDEAL ENGINEERING SERVICES PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201918108G	6084223	THE SOCIAL OUTCAST PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201918111D	6084225	MATRIX AUTOMATION SOLUTIONS PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	28169
201918158K	9672051	SRI RAGHAVENDRA FLOWER TRADING PTE. LTD.	(1) 10-24	G47	Retail Trade	47742
201918224D	6084233	ELEGANCE BEAUTY & WELLNESS PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96022
201918225N	6116675	A MEDICAL CLINIC PRIVATE LIMITED	(1) 10-24	Q86-88	Health and Social Services	86201
201918248M	6117834	WTS ENGINEERING (M&E) PTE. LTD.	(2) 25-99	F41-43	Construction	43210
201918265E	6084237	BLUESTAR MARKETING PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201918297E	9672003	DMS ENGINEERING PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
201918382M	6084243	OTT INSPIRE PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201918426N	6084249	SALON NO.2 BEAUTY SALON PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96021
201918517G	9671921	JP CONTRACTS PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201918542K	6084255	RWONG LAW CORPORATION	(0) E1	M69-70	Legal, Accounting & Management Services	69101
201918562R	9671903	AMT (SINGAPORE) PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201918613W	6084257	6IX 6IX RESTAURANT AND BAR PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201918622Z	6084259	IBROWBEAUTY PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96029
201918631C	9671893	ARCHITRADE PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201918635E	6084261	XIN FA SHUN PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
201918745M	9642193	TATSU WORKS PTE. LTD.	(2) 25-99	J62-63	IT & Other Information Services	63201
201918747N	6084265	ONE ALPHA BUILDER PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201918765W	6084269	GEM STORY BIZ PTE. LTD.	unknown	G47	Retail Trade	47109
201918790C	9671861	HIT SINGAPORE PTE. LTD.	unknown	M72-75	Other Professional Services	73100
201918885W	9648589	WELLESTA HEALTHCARE (SINGAPORE) PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46461
201918942H	6116884	INTELLECT COMPANY PTE. LTD.	(2) 25-99	J58-61	Telecommunications, Broadcasting & Publishing	58202
201918944K	6084273	AMBROSIA FINE FOODS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201918956E	6084275	BERRIES WORLD OF LEARNING SCHOOL (SK) PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85409
201918959W	9671797	HARMONY LAND PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
201919000C	9671785	MOTO ACCESSORIES SG PTE. LTD.	(1) 10-24	Cothers	Other Manufacturing Industries	13930
201919097M	9671753	NEW RELIC SINGAPORE PTE. LTD.	(2) 25-99	J62-63	IT & Other Information Services	47219
201919142H	9671737	RM LEE ENGINEERING PTE. LTD.	unknown	M71	Architectural & Engineering Services	71121
201919167H	6117191	KIWAMI @TPG PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201919198W	6084289	SAM FRUIT TRADING PTE LTD	(2) 25-99	G47	Retail Trade	47211
201919198W	6084291	SAM FRUIT TRADING PTE LTD	(2) 25-99	G47	Retail Trade	47211
201919210D	9671709	LIGHTHOUSE INTELLIGENCE PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	63119
201919219C	6084295	SYS CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201919259M	6084299	LM SPA PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
201919290E	6229877	THE CARNIVAL FAIR PTE. LTD.	unknown	N82	Office Administrative and Business Support	82303
201919291R	9642175	EMBER ENGINEERING AND CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201919375H	9671651	PRO HOLDINGS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56123
201919535G	6084313	NRG INTERNATIONAL PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93111
201919557N	6084315	ANANDHAS PTE. LTD.	unknown	G46	Wholesale Trade	46301
201919569H	6142327	DR. LEE BEAUTY ACAD PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85409
201919666K	9671557	LEPPEK CONSTRUCTION PTE. LTD.	(1) 10-24	F41-43	Construction	42101
201919673K	6116942	KAT KITCHEN PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10750
201919699C	9671547	R8 BAKERY PTE. LTD.	unknown	G47	Retail Trade	47213
201919702E	6084319	FLO OPTICS PTE. LTD.	(2) 25-99	G47	Retail Trade	47751
201919723C	6084321	PLUMB IMAGE ENGINEERING PTE. LTD.	unknown	F41-43	Construction	43220
201919733N	6084323	COCA-COLA ASIA PACIFIC PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70201
201919738H	9671533	LIM SHENG CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	42201
201919748C	9671527	BRAINY BUNCH HOUGANG PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85101
201919768G	9671517	STUDIO PACIFIC(II) PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96021
201919811C	6084327	MAHUA INTERNATIONAL PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201919821N	9655165	ELITE TEAM PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96022
201919834Z	9671501	GUO CHANG GOURMET PALACE PTE. LTD.	(3) 100-249	C10-12	Food, Beverages & Tobacco	10793
201919877D	6084329	RNM F&B PTE. LTD.	(0) E1	G46	Wholesale Trade	46900
201919933D	6084331	GLOBAL LIFE SCIENCES SOLUTIONS SINGAPORE PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46592
201920054Z	9671445	GREAT PASTRY PTE. LTD.	(1) 10-24	G47	Retail Trade	47213
201920076G	9671433	STARLIGHT JEWELLERY PTE. LTD.	(1) 10-24	G47	Retail Trade	47731
201920083G	6084345	J WELLNESS SPA PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
201920113M	9671425	PIXO EVENTS ASIA PRIVATE LIMITED	(1) 10-24	N82	Office Administrative and Business Support	82303
201920117R	6202384	WUKO PTE. LTD.	unknown	J62-63	IT & Other Information Services	63201
201920123E	6084347	COLOR GLOW (SG) PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95301
201920232C	9671405	DIGITAL SERVICES SG FIVE PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62011
201920239W	9671403	DOWNSTAIRS PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
201920248Z	6084349	SIP & SAIL PTE. LTD.	unknown	H50,5222,5225	Water Transport & Supporting Services	50014
201920252G	9642151	MASSIVE ENGINEERING PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201920453G	9671347	CHANG JIN TCM PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	86202
201920503W	6154151	SPA BY NINE HOLDINGS PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96024
201920550H	9642137	ONE EXCEL ENGINEERING AND CONSTRUCTION PTE. LTD.	(0) E1	F41-43	Construction	41001
201920615G	6084355	AWADH PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201920679G	9642133	CARPOW PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95302
201920685R	6084357	JADE SPA PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96024
201920712H	9642127	LSN ENGINEERING PTE. LTD.	(3) 100-249	F41-43	Construction	41001
201920739K	9648561	SUPER MAGNIFICENT COFFEE COMPANY PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
201920746K	6180968	JENSEN PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
201920897Z	6084365	EUROFINS CLINICAL DIAGNOSTICS PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86901
201920951W	9671191	CHENG SENG MARBLE PTE. LTD.	(3) 100-249	F41-43	Construction	41001
201920990W	9671169	JL FOOD PTE. LTD.	(1) 10-24	G47	Retail Trade	47213
201920995M	6084377	TURTLE PUNGGOL PTE. LTD.	(1) 10-24	G47	Retail Trade	47732
201921049W	9671151	THREE FINS PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
201921107Z	6084379	P.N.D. IMPEX PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201921117M	9671123	EWR2 PTE. LTD.	unknown	A,B,D,E,V	Others	38301
201921138H	6084385	WL F&B PTE. LTD.	(0) E1	I56	Food and Beverage Services	56122
201921148C	6084387	YI HUI RECYCLE PTE. LTD.	(1) 10-24	A,B,D,E,V	Others	38301
201921197N	6084389	HASSELHOFF OP PTE. LTD.	(2) 25-99	I55	Accommodation	55101
201921213D	6198012	MQJC TECHNOLOGY PTE. LTD.	(1) 10-24	J58-61	Telecommunications, Broadcasting & Publishing	58202
201921261E	6084391	E & J WESTERN PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201921288G	6142511	LOKAL PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
201921371M	6229883	GENTLE COMPANY OF CARE PTE. LTD.	unknown	O84,P85	Public Administration and Education	85402
201921404K	9671009	DICKSON AUTO CARE CENTRE PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95301
201921417R	9671003	BAWA'S DELICACY PTE. LTD.	(0) E1	G46	Wholesale Trade	46304
201921437C	9670997	CRESTBRICK PTE. LTD.	(1) 10-24	L68	Real Estate Services	68201
201921504E	6202390	G2 TRADERS PTE. LTD.	unknown	G47	Retail Trade	47102
201921558M	6084403	GREENGARDEN SERVICES PTE. LTD.	(1) 10-24	N81	Cleaning and Landscaping	70101
201921604Z	9670937	NYK PLUMBING & ENGINEERING PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201921608D	6084407	RYAN'S GROCERY (S) PTE. LTD.	(0) E1	G46	Wholesale Trade	46302
201921611Z	9670933	RYAN'S GROCERY (GWC) PTE. LTD.	(2) 25-99	G47	Retail Trade	47101
201921643Z	6084413	IPOH TASTE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201921676K	6179716	SPACE RENOVATOR PTE. LTD.	(0) E1	F41-43	Construction	43301
201921689R	6199379	SK FOOD PTE. LTD.	unknown	I56	Food and Beverage Services	56140
201921827G	9653821	RS LOGISTICSCO PTE. LTD.	(0) E1	H49,5221	Land Transport & Supporting Services	49231
201921841G	9670865	ALL IN LOGISTICS PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	52292
201921913E	6084425	SOFTBANK ROBOTICS SINGAPORE PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46599
201921920E	9670847	SASA BEAUTY PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96022
201921952E	9670837	MYDPS DESIGN AND CONSTRUCTION PTE. LTD.	(0) E1	M72-75	Other Professional Services	74191
201921990N	6084429	CHING HAO WEI PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201922150D	9670769	YI CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201922189Z	6142670	KING BUILD PTE. LTD.	(2) 25-99	F41-43	Construction	43301
201922200N	9670751	AMILI PTE. LTD.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
201922324W	9670727	MAPLEBEAR EARLY DEVELOPMENT PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	88911
201922363W	9670711	CF ENTERPRISES PTE. LTD.	(2) 25-99	Cothers	Other Manufacturing Industries	15200
201922422K	9670697	NOODZ PTE. LTD.	unknown	I56	Food and Beverage Services	56112
201922430C	6154163	KSTAR HOUSE PTE. LTD.	(2) 25-99	R90-93	Arts, Entertainment and Recreation	93203
201922446Z	6084443	SUENO CAFE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56112
201922471D	9670679	YOSSBY ASIA PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201922477H	6142682	MATHESON ENERGY PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
201922543C	9654643	KAI SUITES PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	87010
201922572H	6084445	HE JIA 3939 PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56140
201922582C	6149565	ESP CLEANING SERVICES PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
201922631C	6084449	ASPENHEALTH PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46461
201922633D	6084451	AL KABIR RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56200
201922665D	9670613	IFEKTIV PTE. LTD.	(0) E1	N82	Office Administrative and Business Support	82303
201922738M	9670585	INFINITY CYBERSEC PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62021
201922832C	9670535	MINDMAP TECHNOLOGIES PTE. LTD.	(2) 25-99	J62-63	IT & Other Information Services	62021
201922908D	6084459	DREAM AUTOCARE PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	29300
201922952C	6084461	MEWAHSEDAP PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10109
201922974H	6084463	YP TASSE PTE. LTD.	(1) 10-24	G47	Retail Trade	47220
201923035N	6084467	CHELLLAME MUSIC PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201923043E	6084469	ADVANCED ASSEMBLY MATERIALS SINGAPORE PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	25913
201923045G	6084471	BZ MARKETING PTE. LTD.	(2) 25-99	G47	Retail Trade	47109
201923201C	6142695	CHUA CHOON SENG PTE. LTD.	unknown	F41-43	Construction	41001
201923238R	6117578	SU YUN PTE. LTD.	(1) 10-24	N78	Employment Activities	78102
201923291R	9670381	EDGE MEDIATECH PTE. LTD.	(0) E1	J58-61	Telecommunications, Broadcasting & Publishing	59112
201923321C	9670373	J'S AUTO PTE. LTD.	unknown	G47	Retail Trade	47314
201923389E	6142702	ATOME FINANCIAL SINGAPORE PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64991
201923392C	9670357	ASIA GENESIS ASSET MANAGEMENT PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
201923443D	9670345	INSONS PTE. LTD.	(1) 10-24	F41-43	Construction	43210
201923453R	6179795	TDI  APJ PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62021
201923455W	6084489	SHAROQ KHAN RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201923456H	9653817	BYTEDANCE PTE. LTD.	(4) 250 & above	J62-63	IT & Other Information Services	62011
201923457Z	9670339	FARRER PARK - CITY SQUARE LEARNING CENTRE PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85409
201923481M	6084491	REV SPECIALTY COFFEE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56112
201923507K	9642061	OKT TRANSPORT PTE. LTD.	(1) 10-24	H49,5221	Land Transport & Supporting Services	49231
201923534R	6084493	SRR ENGINEERING PTE. LTD.	(0) E1	F41-43	Construction	41009
201923551H	9648493	VERNAL VISION PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
201923569H	9670311	GREAT OCEAN TECHNOLOGY PTE. LTD.	(1) 10-24	C29-30	Transport Equipment	30110
201923641K	9654641	GREAT OCEAN MARINE & OFFSHORE PTE. LTD.	unknown	C29-30	Transport Equipment	30110
201923682M	9670273	LS & CO PRIVATE LIMITED	(2) 25-99	I56	Food and Beverage Services	56122
201923787C	9670243	ARGO PTE. LTD.	unknown	H50,5222,5225	Water Transport & Supporting Services	52227
201923845D	6084511	ASA ENGINEERING PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201923851M	9670227	KODECOON ACADEMY PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
201923883M	9642043	AVN DIGITAL PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	62021
201923889W	6084513	YAN LAI JU PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201923904R	9670205	6 DEGREE TECHNOLOGY PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201923978H	6084515	LEDGEN SINGAPORE PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70209
201924015E	6084517	Y-5G BUILDERS PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201924050C	6117684	THE IMMIGRATION PEOPLE PTE. LTD.	(1) 10-24	M69-70	Legal, Accounting & Management Services	70201
201924067K	9670151	A3 INSURANCE BROKER (S) PTE. LTD.	unknown	K65 & 662	Insurance Services	66222
